ID,Word,Sentence,Correct Sense,Definition
1463,fall,She fell silent when she heard the news.,to drop down,to move downward quickly under the force of gravity
1464,fall,He fell to his knees and could not stand for a moment.,to drop down,to move downward quickly under the force of gravity
1465,fall,She saw the tree fall across the road during the storm.,to drop down,to move downward quickly under the force of gravity
1466,fall,He fell over the box left in the corridor.,to drop down,to move downward quickly under the force of gravity
1467,fall,She felt her heart fall when she read the letter.,to drop down,to move downward quickly under the force of gravity
1468,fall,He fell behind the group on the steep section of the trail.,to drop down,to move downward quickly under the force of gravity
1469,fall,She fell into the swimming pool fully clothed.,to drop down,to move downward quickly under the force of gravity
1470,fall,He fell from the ladder and was taken to hospital.,to drop down,to move downward quickly under the force of gravity
1471,fall,The leaves turned golden and red in the fall.,autumn season,"the season after summer and before winter, also called autumn"
1472,fall,She raked the garden clear of leaves every fall.,autumn season,"the season after summer and before winter, also called autumn"
1473,fall,He enjoyed long walks in the woods during the fall.,autumn season,"the season after summer and before winter, also called autumn"
1474,fall,The weather turned crisp and cool as fall arrived.,autumn season,"the season after summer and before winter, also called autumn"
1475,fall,She planted bulbs in the fall for spring colour.,autumn season,"the season after summer and before winter, also called autumn"
1476,fall,He photographed the spectacular fall foliage in Vermont.,autumn season,"the season after summer and before winter, also called autumn"
1477,fall,She bought a new coat every fall before the cold set in.,autumn season,"the season after summer and before winter, also called autumn"
1478,fall,The harvest festival was held every fall in the village.,autumn season,"the season after summer and before winter, also called autumn"
1479,fall,He preferred fall to any other time of year.,autumn season,"the season after summer and before winter, also called autumn"
1480,fall,She started university in the fall semester.,autumn season,"the season after summer and before winter, also called autumn"
1481,fall,The birds migrated south as fall progressed.,autumn season,"the season after summer and before winter, also called autumn"
1482,fall,He made apple cider using fruit collected in the fall.,autumn season,"the season after summer and before winter, also called autumn"
1483,fall,She wore her favourite orange scarf in the fall.,autumn season,"the season after summer and before winter, also called autumn"
1484,fall,The garden looked spectacular each fall before winter.,autumn season,"the season after summer and before winter, also called autumn"
1485,fall,He mowed the lawn one final time in the late fall.,autumn season,"the season after summer and before winter, also called autumn"
1486,fall,The fall at the end of the gorge was spectacular.,waterfall,"a cascade of water falling from a height, such as over a cliff"
1487,fall,She heard the roar of the fall long before she saw it.,waterfall,"a cascade of water falling from a height, such as over a cliff"
1488,fall,He swam in the pool at the base of the fall.,waterfall,"a cascade of water falling from a height, such as over a cliff"
1489,fall,The fall was fed by snowmelt from the mountains above.,waterfall,"a cascade of water falling from a height, such as over a cliff"
1490,fall,She photographed the fall with a long exposure for a silky effect.,waterfall,"a cascade of water falling from a height, such as over a cliff"
1491,fall,He navigated the kayak carefully past the fall.,waterfall,"a cascade of water falling from a height, such as over a cliff"
1492,fall,The fall dropped thirty metres into the ravine below.,waterfall,"a cascade of water falling from a height, such as over a cliff"
1493,fall,She stood on the viewing platform above the fall.,waterfall,"a cascade of water falling from a height, such as over a cliff"
1494,fall,He described the fall as the most beautiful he had ever seen.,waterfall,"a cascade of water falling from a height, such as over a cliff"
1495,fall,The fall froze solid during the coldest winters.,waterfall,"a cascade of water falling from a height, such as over a cliff"
1496,fall,She packed a picnic and hiked to the fall.,waterfall,"a cascade of water falling from a height, such as over a cliff"
1497,fall,He measured the height of the fall for the walking guide.,waterfall,"a cascade of water falling from a height, such as over a cliff"
1498,fall,The fall was visible from the road on a clear day.,waterfall,"a cascade of water falling from a height, such as over a cliff"
1499,fall,She listened to the constant thunder of the fall.,waterfall,"a cascade of water falling from a height, such as over a cliff"
1500,fall,He warned that the rocks near the fall were slippery.,waterfall,"a cascade of water falling from a height, such as over a cliff"
1501,star,She pointed out the brightest star in the constellation.,celestial body,a massive luminous ball of gas held together by gravity in space
1502,star,He marvelled at the number of stars visible from the dark valley.,celestial body,a massive luminous ball of gas held together by gravity in space
1503,star,She read that every star in the sky is a sun like our own.,celestial body,a massive luminous ball of gas held together by gravity in space
1504,star,He tracked the position of the star over the year.,celestial body,a massive luminous ball of gas held together by gravity in space
1505,star,The distant star emitted light that had taken a billion years to arrive.,celestial body,a massive luminous ball of gas held together by gravity in space
1506,star,She measured the colour of the star to determine its temperature.,celestial body,a massive luminous ball of gas held together by gravity in space
1507,star,He named his daughter after a star in the southern sky.,celestial body,a massive luminous ball of gas held together by gravity in space
1508,star,The star disappeared from view as dawn approached.,celestial body,a massive luminous ball of gas held together by gravity in space
1509,star,She sketched the shape of the star cluster in her notebook.,celestial body,a massive luminous ball of gas held together by gravity in space
1510,star,He hoped to become an astronomer because of his love for stars.,celestial body,a massive luminous ball of gas held together by gravity in space
1511,star,The ancient sailors navigated using the positions of the stars.,celestial body,a massive luminous ball of gas held together by gravity in space
1512,star,She observed the star through the university telescope.,celestial body,a massive luminous ball of gas held together by gravity in space
1513,star,He used the app to identify every visible star above him.,celestial body,a massive luminous ball of gas held together by gravity in space
1514,star,The star was too faint to see without a telescope.,celestial body,a massive luminous ball of gas held together by gravity in space
1515,star,She noted that the star had a slight reddish tint.,celestial body,a massive luminous ball of gas held together by gravity in space
1516,star,She had always wanted to meet her favourite film star.,famous person,"a highly successful or famous person, especially in entertainment or sport"
1517,star,He signed autographs for fans as a rising star of the sport.,famous person,"a highly successful or famous person, especially in entertainment or sport"
1518,star,The pop star sold out the arena in minutes.,famous person,"a highly successful or famous person, especially in entertainment or sport"
1519,star,She trained alongside a former athletics star.,famous person,"a highly successful or famous person, especially in entertainment or sport"
1520,star,He became a star before he turned twenty.,famous person,"a highly successful or famous person, especially in entertainment or sport"
1521,star,She recalled first seeing the star perform in a small venue.,famous person,"a highly successful or famous person, especially in entertainment or sport"
1522,star,He was a star of stage and screen for three decades.,famous person,"a highly successful or famous person, especially in entertainment or sport"
1523,star,She played the role that made her a household star.,famous person,"a highly successful or famous person, especially in entertainment or sport"
1524,star,He was mobbed by fans as a television star.,famous person,"a highly successful or famous person, especially in entertainment or sport"
1525,star,She charted the rise to stardom of a former local star.,famous person,"a highly successful or famous person, especially in entertainment or sport"
1526,star,He acted as a mentor to the next generation of stars.,famous person,"a highly successful or famous person, especially in entertainment or sport"
1527,star,She felt nervous meeting such a famous star.,famous person,"a highly successful or famous person, especially in entertainment or sport"
1528,star,He remained a dedicated star well into his sixties.,famous person,"a highly successful or famous person, especially in entertainment or sport"
1529,star,She was introduced to a music star backstage.,famous person,"a highly successful or famous person, especially in entertainment or sport"
1530,star,He lived far from the world of stars and their glamour.,famous person,"a highly successful or famous person, especially in entertainment or sport"
1531,star,She cut out a star shape for the top of the Christmas tree.,star shape,a geometric shape with five or more points radiating from a central point
1532,star,He coloured the star shape in gold for the display board.,star shape,a geometric shape with five or more points radiating from a central point
1533,star,She baked star-shaped biscuits for the celebration.,star shape,a geometric shape with five or more points radiating from a central point
1534,star,He drew a five-pointed star on the chalkboard.,star shape,a geometric shape with five or more points radiating from a central point
1535,star,She awarded each child a gold star for their effort.,star shape,a geometric shape with five or more points radiating from a central point
1536,star,He noticed the star shape pressed into the wax seal.,star shape,a geometric shape with five or more points radiating from a central point
1537,star,She folded the foil into a perfect star for the gift.,star shape,a geometric shape with five or more points radiating from a central point
1538,star,He painted a large red star on the old barn door.,star shape,a geometric shape with five or more points radiating from a central point
1539,star,She arranged the fairy lights in a star pattern.,star shape,a geometric shape with five or more points radiating from a central point
1540,star,He glued stars onto the card to decorate it.,star shape,a geometric shape with five or more points radiating from a central point
1541,star,She sewed a white star onto the back of the jacket.,star shape,a geometric shape with five or more points radiating from a central point
1542,star,He carved a star into the pumpkin at Halloween.,star shape,a geometric shape with five or more points radiating from a central point
1543,star,She embroidered a star on the corner of the pillowcase.,star shape,a geometric shape with five or more points radiating from a central point
1544,star,He wore a badge shaped like a sheriff's star.,star shape,a geometric shape with five or more points radiating from a central point
1545,star,She made a star from rolled newspaper for the craft project.,star shape,a geometric shape with five or more points radiating from a central point
1546,star,She starred in the acclaimed drama series.,to feature,to have the starring or lead role in a production or performance
1547,star,He starred as the lead in three consecutive films.,to feature,to have the starring or lead role in a production or performance
1548,star,She starred alongside her long-time co-star and friend.,to feature,to have the starring or lead role in a production or performance
1549,star,He starred in the television adaptation of the novel.,to feature,to have the starring or lead role in a production or performance
1550,star,She was excited to star in a production directed by her idol.,to feature,to have the starring or lead role in a production or performance
1551,star,He starred as the villain in the award-winning thriller.,to feature,to have the starring or lead role in a production or performance
1552,star,She starred in commercials before landing her first major role.,to feature,to have the starring or lead role in a production or performance
1553,star,He was chosen to star in the sequel to the hit film.,to feature,to have the starring or lead role in a production or performance
1554,star,She starred in a one-woman show that sold out every night.,to feature,to have the starring or lead role in a production or performance
1555,star,He starred in the play that defined his generation.,to feature,to have the starring or lead role in a production or performance
1556,star,She starred in the music video for the chart-topping song.,to feature,to have the starring or lead role in a production or performance
1557,star,He starred alongside legends of the theatre.,to feature,to have the starring or lead role in a production or performance
1558,star,She starred in seven films before she was thirty.,to feature,to have the starring or lead role in a production or performance
1559,star,He starred in the role every other actor had turned down.,to feature,to have the starring or lead role in a production or performance
1560,star,She starred in a documentary that was praised worldwide.,to feature,to have the starring or lead role in a production or performance
1561,table,She set the table for dinner with the best china.,furniture,a piece of furniture with a flat horizontal surface supported by legs
1562,table,He left his keys on the kitchen table when he came in.,furniture,a piece of furniture with a flat horizontal surface supported by legs
1563,table,She found the papers under a pile on the table.,furniture,a piece of furniture with a flat horizontal surface supported by legs
1564,table,He sat at the table and opened his laptop.,furniture,a piece of furniture with a flat horizontal surface supported by legs
1565,table,She wiped the table clean after the meal.,furniture,a piece of furniture with a flat horizontal surface supported by legs
1566,table,He pushed the table against the wall to make more room.,furniture,a piece of furniture with a flat horizontal surface supported by legs
1567,table,She moved the table to the centre of the room.,furniture,a piece of furniture with a flat horizontal surface supported by legs
1568,table,He built the table from reclaimed timber.,furniture,a piece of furniture with a flat horizontal surface supported by legs
1569,table,She sat at the end of the table and called the meeting to order.,furniture,a piece of furniture with a flat horizontal surface supported by legs
1570,table,He cleared the table before bringing out the dessert.,furniture,a piece of furniture with a flat horizontal surface supported by legs
1571,table,She placed the vase of flowers on the table.,furniture,a piece of furniture with a flat horizontal surface supported by legs
1572,table,He noticed the scratch on the table and felt guilty.,furniture,a piece of furniture with a flat horizontal surface supported by legs
1573,table,She kept her books in a neat stack on the bedside table.,furniture,a piece of furniture with a flat horizontal surface supported by legs
1574,table,He dragged the garden table onto the lawn.,furniture,a piece of furniture with a flat horizontal surface supported by legs
1575,table,She folded the table away and stored it in the cupboard.,furniture,a piece of furniture with a flat horizontal surface supported by legs
1576,table,He proposed to table the motion until the next meeting.,to postpone,to delay or postpone discussion or a decision on a matter
1577,table,She agreed to table the discussion until more data was available.,to postpone,to delay or postpone discussion or a decision on a matter
1578,table,He moved to table the resolution pending further review.,to postpone,to delay or postpone discussion or a decision on a matter
1579,table,She tabled the contentious item to avoid an argument.,to postpone,to delay or postpone discussion or a decision on a matter
1580,table,He was glad when the chair agreed to table the decision.,to postpone,to delay or postpone discussion or a decision on a matter
1581,table,She decided to table the proposal until the budget was confirmed.,to postpone,to delay or postpone discussion or a decision on a matter
1582,table,He tabled the amendment after failing to gain support.,to postpone,to delay or postpone discussion or a decision on a matter
1583,table,She advised the committee to table the issue temporarily.,to postpone,to delay or postpone discussion or a decision on a matter
1584,table,He tabled the vote and scheduled a special session.,to postpone,to delay or postpone discussion or a decision on a matter
1585,table,She agreed to table her objections for a later date.,to postpone,to delay or postpone discussion or a decision on a matter
1586,table,He tabled the matter due to the absence of key members.,to postpone,to delay or postpone discussion or a decision on a matter
1587,table,She proposed tabling the item until legal advice was sought.,to postpone,to delay or postpone discussion or a decision on a matter
1588,table,He tabled the plan because the timing was not right.,to postpone,to delay or postpone discussion or a decision on a matter
1589,table,She tabled further discussion until after the consultation.,to postpone,to delay or postpone discussion or a decision on a matter
1590,table,He agreed to table the bill for a second reading.,to postpone,to delay or postpone discussion or a decision on a matter
1591,table,She inserted a table into the report to summarise the findings.,data grid,an arrangement of data displayed in rows and columns
1592,table,He formatted the table so the figures aligned correctly.,data grid,an arrangement of data displayed in rows and columns
1593,table,She added a new column to the table in the spreadsheet.,data grid,an arrangement of data displayed in rows and columns
1594,table,He sorted the table by the date column.,data grid,an arrangement of data displayed in rows and columns
1595,table,She printed the table for reference during the presentation.,data grid,an arrangement of data displayed in rows and columns
1596,table,He edited the table to remove the duplicate entries.,data grid,an arrangement of data displayed in rows and columns
1597,table,She highlighted the top row of the table in bold.,data grid,an arrangement of data displayed in rows and columns
1598,table,He exported the table to a CSV file for the analysis.,data grid,an arrangement of data displayed in rows and columns
1599,table,She embedded the table in the email and checked it displayed correctly.,data grid,an arrangement of data displayed in rows and columns
1600,table,He created a pivot table to summarise the sales data.,data grid,an arrangement of data displayed in rows and columns
1601,table,She cross-referenced two tables to find the discrepancy.,data grid,an arrangement of data displayed in rows and columns
1602,table,He added a footer to the table with the data source.,data grid,an arrangement of data displayed in rows and columns
1603,table,She formatted the table with alternating row colours for readability.,data grid,an arrangement of data displayed in rows and columns
1604,table,He calculated the column totals at the bottom of the table.,data grid,an arrangement of data displayed in rows and columns
1605,table,She deleted the table and redesigned it from scratch.,data grid,an arrangement of data displayed in rows and columns
1606,train,She caught the early train to make the nine o'clock meeting.,railway vehicle,a series of connected railway carriages or wagons pulled by a locomotive
1607,train,He watched the train disappear around the bend.,railway vehicle,a series of connected railway carriages or wagons pulled by a locomotive
1608,train,She boarded the train at the last possible moment.,railway vehicle,a series of connected railway carriages or wagons pulled by a locomotive
1609,train,He fell asleep on the train and nearly missed his stop.,railway vehicle,a series of connected railway carriages or wagons pulled by a locomotive
1610,train,She bought a first-class seat on the overnight train.,railway vehicle,a series of connected railway carriages or wagons pulled by a locomotive
1611,train,He carried his bicycle onto the train with difficulty.,railway vehicle,a series of connected railway carriages or wagons pulled by a locomotive
1612,train,She was delayed because the train was cancelled.,railway vehicle,a series of connected railway carriages or wagons pulled by a locomotive
1613,train,He loved the rhythmic sound of the train on the tracks.,railway vehicle,a series of connected railway carriages or wagons pulled by a locomotive
1614,train,She had never taken a cross-country train before.,railway vehicle,a series of connected railway carriages or wagons pulled by a locomotive
1615,train,He sat in the buffet car for the two-hour train journey.,railway vehicle,a series of connected railway carriages or wagons pulled by a locomotive
1616,train,She looked out of the window as the train passed through tunnels.,railway vehicle,a series of connected railway carriages or wagons pulled by a locomotive
1617,train,He checked the timetable for the next available train.,railway vehicle,a series of connected railway carriages or wagons pulled by a locomotive
1618,train,She pointed out landmarks to her daughter as the train moved.,railway vehicle,a series of connected railway carriages or wagons pulled by a locomotive
1619,train,He stood in the corridor as all the seats were taken.,railway vehicle,a series of connected railway carriages or wagons pulled by a locomotive
1620,train,She enjoyed the slow old train more than the fast modern one.,railway vehicle,a series of connected railway carriages or wagons pulled by a locomotive
1621,train,She trained every morning for six months before the marathon.,to teach skills,to teach a person or animal particular skills through practice and instruction
1622,train,He was trained as an engineer before switching careers.,to teach skills,to teach a person or animal particular skills through practice and instruction
1623,train,She trained her dog to sit and stay on command.,to teach skills,to teach a person or animal particular skills through practice and instruction
1624,train,He trained new staff in the use of the software system.,to teach skills,to teach a person or animal particular skills through practice and instruction
1625,train,She trained the apprentices in the basics of the craft.,to teach skills,to teach a person or animal particular skills through practice and instruction
1626,train,He trained hard in the gym three times a week.,to teach skills,to teach a person or animal particular skills through practice and instruction
1627,train,She trained herself to wake without an alarm clock.,to teach skills,to teach a person or animal particular skills through practice and instruction
1628,train,He was trained in first aid and used those skills often.,to teach skills,to teach a person or animal particular skills through practice and instruction
1629,train,She trained the volunteers before the event.,to teach skills,to teach a person or animal particular skills through practice and instruction
1630,train,He trained his eyes to notice subtle differences in the samples.,to teach skills,to teach a person or animal particular skills through practice and instruction
1631,train,She was being trained for a leadership role in the organisation.,to teach skills,to teach a person or animal particular skills through practice and instruction
1632,train,He trained in karate from the age of eight.,to teach skills,to teach a person or animal particular skills through practice and instruction
1633,train,She trained the replacement to handle all her responsibilities.,to teach skills,to teach a person or animal particular skills through practice and instruction
1634,train,He trained the crew to respond to emergencies quickly.,to teach skills,to teach a person or animal particular skills through practice and instruction
1635,train,She trained under one of the best coaches in the sport.,to teach skills,to teach a person or animal particular skills through practice and instruction
1636,train,Her wedding dress had a five-metre train that swept the floor.,dress train,the long trailing part at the back of a formal dress or robe
1637,train,She asked two assistants to carry her train up the aisle.,dress train,the long trailing part at the back of a formal dress or robe
1638,train,The bride's train was embroidered with delicate lace.,dress train,the long trailing part at the back of a formal dress or robe
1639,train,He carefully arranged her train before the photographs.,dress train,the long trailing part at the back of a formal dress or robe
1640,train,She practised walking in her dress without stepping on the train.,dress train,the long trailing part at the back of a formal dress or robe
1641,train,The cathedral train required four people to carry it.,dress train,the long trailing part at the back of a formal dress or robe
1642,train,She chose a chapel-length train for ease of movement.,dress train,the long trailing part at the back of a formal dress or robe
1643,train,He held up her train as she climbed the steps.,dress train,the long trailing part at the back of a formal dress or robe
1644,train,She practised holding the train while walking.,dress train,the long trailing part at the back of a formal dress or robe
1645,train,She loved the dramatic effect of the long train in the photos.,dress train,the long trailing part at the back of a formal dress or robe
1646,train,He carefully folded the train before she sat down.,dress train,the long trailing part at the back of a formal dress or robe
1647,train,The seamstress bustled the train at the reception.,dress train,the long trailing part at the back of a formal dress or robe
1648,train,The queen's train was carried by six uniformed attendants.,dress train,the long trailing part at the back of a formal dress or robe
1649,train,She designed a detachable train so she could dance freely.,dress train,the long trailing part at the back of a formal dress or robe
1650,train,The robe's train trailed along the stone floor of the hall.,dress train,the long trailing part at the back of a formal dress or robe
1651,seal,A seal basked on the flat rock at the water's edge.,marine mammal,a sleek marine mammal with a round body and flippers
1652,seal,She watched the seal dive smoothly into the ocean.,marine mammal,a sleek marine mammal with a round body and flippers
1653,seal,He photographed the seal from the boat without disturbing it.,marine mammal,a sleek marine mammal with a round body and flippers
1654,seal,The seal balanced the ball on its nose during the show.,marine mammal,a sleek marine mammal with a round body and flippers
1655,seal,She read that the grey seal was common off the British coast.,marine mammal,a sleek marine mammal with a round body and flippers
1656,seal,He identified the seal from its size and markings.,marine mammal,a sleek marine mammal with a round body and flippers
1657,seal,The seal surfaced and looked at the kayak curiously.,marine mammal,a sleek marine mammal with a round body and flippers
1658,seal,She listened to the seal's loud bark from the headland.,marine mammal,a sleek marine mammal with a round body and flippers
1659,seal,He saw a mother seal nursing her pup on the beach.,marine mammal,a sleek marine mammal with a round body and flippers
1660,seal,The seal colony had grown steadily over twenty years.,marine mammal,a sleek marine mammal with a round body and flippers
1661,seal,She documented the seal's feeding patterns for her research.,marine mammal,a sleek marine mammal with a round body and flippers
1662,seal,He watched the seal haul itself out of the water onto the rocks.,marine mammal,a sleek marine mammal with a round body and flippers
1663,seal,The seal slipped silently under the surface.,marine mammal,a sleek marine mammal with a round body and flippers
1664,seal,She used a telephoto lens to photograph the distant seal.,marine mammal,a sleek marine mammal with a round body and flippers
1665,seal,He counted over thirty seals on the sandbar.,marine mammal,a sleek marine mammal with a round body and flippers
1666,seal,She sealed the envelope and wrote the address on the front.,to close securely,to close or fasten something firmly so nothing can pass in or out
1667,seal,He sealed the jar with a rubber ring before processing it.,to close securely,to close or fasten something firmly so nothing can pass in or out
1668,seal,She sealed the box with tape before sending it.,to close securely,to close or fasten something firmly so nothing can pass in or out
1669,seal,He sealed the gap around the window with caulk.,to close securely,to close or fasten something firmly so nothing can pass in or out
1670,seal,She sealed the deal with a firm handshake.,to close securely,to close or fasten something firmly so nothing can pass in or out
1671,seal,He sealed the container to preserve the freshness.,to close securely,to close or fasten something firmly so nothing can pass in or out
1672,seal,She sealed the edges of the pie with a fork.,to close securely,to close or fasten something firmly so nothing can pass in or out
1673,seal,He sealed off the corridor to prevent access.,to close securely,to close or fasten something firmly so nothing can pass in or out
1674,seal,She sealed the crack in the wall before painting.,to close securely,to close or fasten something firmly so nothing can pass in or out
1675,seal,He sealed the bag with a heat sealer in the factory.,to close securely,to close or fasten something firmly so nothing can pass in or out
1676,seal,She sealed the letter in a wax envelope.,to close securely,to close or fasten something firmly so nothing can pass in or out
1677,seal,He sealed the vault before leaving the building.,to close securely,to close or fasten something firmly so nothing can pass in or out
1678,seal,She sealed the roof tiles to prevent any further leaks.,to close securely,to close or fasten something firmly so nothing can pass in or out
1679,seal,He sealed the drain to stop the smell from escaping.,to close securely,to close or fasten something firmly so nothing can pass in or out
1680,seal,She sealed the sample in a sterile container for analysis.,to close securely,to close or fasten something firmly so nothing can pass in or out
1681,seal,She pressed the seal of the organisation onto the document.,official stamp,an official emblem or stamp used to mark or authenticate a document
1682,seal,He broke the wax seal to open the ancient letter.,official stamp,an official emblem or stamp used to mark or authenticate a document
1683,seal,She melted the wax and applied the seal to the envelope.,official stamp,an official emblem or stamp used to mark or authenticate a document
1684,seal,He confirmed that the seal on the certificate was genuine.,official stamp,an official emblem or stamp used to mark or authenticate a document
1685,seal,She recognised the official seal of the government.,official stamp,an official emblem or stamp used to mark or authenticate a document
1686,seal,He checked that the seal had not been tampered with.,official stamp,an official emblem or stamp used to mark or authenticate a document
1687,seal,She stamped the seal of the notary on the deed.,official stamp,an official emblem or stamp used to mark or authenticate a document
1688,seal,He added the seal of quality to the certificate of compliance.,official stamp,an official emblem or stamp used to mark or authenticate a document
1689,seal,She removed the protective seal before using the product.,official stamp,an official emblem or stamp used to mark or authenticate a document
1690,seal,He noted the condition of the seal when examining the bottle.,official stamp,an official emblem or stamp used to mark or authenticate a document
1691,seal,She designed the new seal for the organisation.,official stamp,an official emblem or stamp used to mark or authenticate a document
1692,seal,He pressed the embossed seal firmly into the wet wax.,official stamp,an official emblem or stamp used to mark or authenticate a document
1693,seal,She replaced the broken seal on the barrel.,official stamp,an official emblem or stamp used to mark or authenticate a document
1694,seal,He authenticated the letter with the royal seal.,official stamp,an official emblem or stamp used to mark or authenticate a document
1695,seal,She preserved the seal intact as part of the archival record.,official stamp,an official emblem or stamp used to mark or authenticate a document
1696,set,She bought a new set of cutlery for the kitchen.,group of things,a collection or group of objects that belong together
1697,set,He arranged a set of matching mugs on the shelf.,group of things,a collection or group of objects that belong together
1698,set,She collected a complete set of the author's novels.,group of things,a collection or group of objects that belong together
1699,set,He purchased a set of tools for the renovation.,group of things,a collection or group of objects that belong together
1700,set,She received a set of luggage as a wedding gift.,group of things,a collection or group of objects that belong together
1701,set,He showed her the full set of stamps for the decade.,group of things,a collection or group of objects that belong together
1702,set,She chose a tea set from the display in the shop window.,group of things,a collection or group of objects that belong together
1703,set,He completed the set by finding the final piece at auction.,group of things,a collection or group of objects that belong together
1704,set,She described the collection as the most complete set in existence.,group of things,a collection or group of objects that belong together
1705,set,He gave the children a set of colouring pencils.,group of things,a collection or group of objects that belong together
1706,set,She put the chess set back in the box after the game.,group of things,a collection or group of objects that belong together
1707,set,He valued the set at three thousand pounds.,group of things,a collection or group of objects that belong together
1708,set,She used the full set of instructions to assemble it.,group of things,a collection or group of objects that belong together
1709,set,He donated the set of encyclopedias to the library.,group of things,a collection or group of objects that belong together
1710,set,She kept the original set in a glass cabinet.,group of things,a collection or group of objects that belong together
1711,set,She set the vase of flowers on the table.,to put in place,"to put, place, or position something in a particular spot"
1712,set,He set the alarm for six o'clock.,to put in place,"to put, place, or position something in a particular spot"
1713,set,She set the table before the guests arrived.,to put in place,"to put, place, or position something in a particular spot"
1714,set,He set the clock to the correct time.,to put in place,"to put, place, or position something in a particular spot"
1715,set,She set her bag down and removed her coat.,to put in place,"to put, place, or position something in a particular spot"
1716,set,He set the trap in the corner of the shed.,to put in place,"to put, place, or position something in a particular spot"
1717,set,She set the timer for twenty minutes.,to put in place,"to put, place, or position something in a particular spot"
1718,set,He set the phone on the charger before bed.,to put in place,"to put, place, or position something in a particular spot"
1719,set,She set the scene with candles and soft music.,to put in place,"to put, place, or position something in a particular spot"
1720,set,He set the thermostat to eighteen degrees.,to put in place,"to put, place, or position something in a particular spot"
1721,set,She set the dough aside to rise for an hour.,to put in place,"to put, place, or position something in a particular spot"
1722,set,He set the record straight at the press conference.,to put in place,"to put, place, or position something in a particular spot"
1723,set,She set the target at one hundred sign-ups.,to put in place,"to put, place, or position something in a particular spot"
1724,set,He set the pace for the first kilometre of the race.,to put in place,"to put, place, or position something in a particular spot"
1725,set,She set the plate of biscuits on the coffee table.,to put in place,"to put, place, or position something in a particular spot"
1726,set,She waited for the concrete to set before walking on it.,hardening,"the process of becoming firm, solid, or fixed after being soft or liquid"
1727,set,He mixed the plaster and worked quickly before it set.,hardening,"the process of becoming firm, solid, or fixed after being soft or liquid"
1728,set,She removed the mould only after the resin had fully set.,hardening,"the process of becoming firm, solid, or fixed after being soft or liquid"
1729,set,He allowed the jelly to set in the fridge overnight.,hardening,"the process of becoming firm, solid, or fixed after being soft or liquid"
1730,set,She pressed the tiles into position before the adhesive set.,hardening,"the process of becoming firm, solid, or fixed after being soft or liquid"
1731,set,He watched the glue set as he held the joint together.,hardening,"the process of becoming firm, solid, or fixed after being soft or liquid"
1732,set,She checked that the cement had set before adding weight.,hardening,"the process of becoming firm, solid, or fixed after being soft or liquid"
1733,set,He was impressed by how quickly the material had set.,hardening,"the process of becoming firm, solid, or fixed after being soft or liquid"
1734,set,She left the chocolate to set on the baking paper.,hardening,"the process of becoming firm, solid, or fixed after being soft or liquid"
1735,set,He poured the wax and waited for it to set.,hardening,"the process of becoming firm, solid, or fixed after being soft or liquid"
1736,set,She left the grout to set for twenty-four hours.,hardening,"the process of becoming firm, solid, or fixed after being soft or liquid"
1737,set,He used rapid-setting concrete to save time.,hardening,"the process of becoming firm, solid, or fixed after being soft or liquid"
1738,set,She found that the gel set much faster in the cold.,hardening,"the process of becoming firm, solid, or fixed after being soft or liquid"
1739,set,He noted the time at which the resin began to set.,hardening,"the process of becoming firm, solid, or fixed after being soft or liquid"
1740,set,She applied the sealant and waited for it to set completely.,hardening,"the process of becoming firm, solid, or fixed after being soft or liquid"
1741,set,She won the first set six games to two.,tennis set,a group of games that form one unit of a tennis match
1742,set,He lost the set after failing to convert a set point.,tennis set,a group of games that form one unit of a tennis match
1743,set,She fought back to take the second set in a tie-break.,tennis set,a group of games that form one unit of a tennis match
1744,set,He dominated the third set and closed out the match.,tennis set,a group of games that form one unit of a tennis match
1745,set,She needed only two sets to beat her opponent.,tennis set,a group of games that form one unit of a tennis match
1746,set,He served brilliantly throughout the entire first set.,tennis set,a group of games that form one unit of a tennis match
1747,set,She lost the opening set but won the following two.,tennis set,a group of games that form one unit of a tennis match
1748,set,He watched the set go to deuce in every game.,tennis set,a group of games that form one unit of a tennis match
1749,set,She was trailing in the final set when the rain came.,tennis set,a group of games that form one unit of a tennis match
1750,set,He fell behind two sets to love before recovering.,tennis set,a group of games that form one unit of a tennis match
1751,set,She kept the set alive with a stunning forehand winner.,tennis set,a group of games that form one unit of a tennis match
1752,set,He took the set on a double fault from his opponent.,tennis set,a group of games that form one unit of a tennis match
1753,set,She saved three set points before winning.,tennis set,a group of games that form one unit of a tennis match
1754,set,He struggled to hold his serve in the second set.,tennis set,a group of games that form one unit of a tennis match
1755,set,She celebrated loudly when she clinched the set.,tennis set,a group of games that form one unit of a tennis match
1756,sound,She was startled by the sudden loud sound from outside.,vibration heard,vibrations that travel through the air and are heard by the ear
1757,sound,He listened carefully to every sound in the forest.,vibration heard,vibrations that travel through the air and are heard by the ear
1758,sound,She turned up the volume to hear the sound more clearly.,vibration heard,vibrations that travel through the air and are heard by the ear
1759,sound,He described the sound as something between a hiss and a crack.,vibration heard,vibrations that travel through the air and are heard by the ear
1760,sound,She loved the sound of rain on the roof at night.,vibration heard,vibrations that travel through the air and are heard by the ear
1761,sound,He used headphones to block out all external sound.,vibration heard,vibrations that travel through the air and are heard by the ear
1762,sound,She could hear the faint sound of music from upstairs.,vibration heard,vibrations that travel through the air and are heard by the ear
